,Mesenchyme_corr,Mesenchyme_pval,Mesenchyme_qval,Mesenchyme_ci_low,Mesenchyme_ci_high,gene_annotation
ENSMUSG00000000776,0.43639400512237825,0.0,0.0,0.43106804471395826,0.44168955885827565,Polr3d
ENSMUSG00000057337,0.4363410630974504,0.0,0.0,0.43101480057345154,0.4416369209026326,Chst3
ENSMUSG00000043747,0.4363233537793726,0.0,0.0,0.43099699020478827,0.4416193132888036,1520401A03Rik
ENSMUSG00000021763,0.4362913677108828,0.0,0.0,0.43096482163211164,0.441587510905308,BC067074
ENSMUSG00000022848,0.4362644508485871,0.0,0.0,0.43093775119969113,0.44156074860698663,Dirc2
ENSMUSG00000035311,0.43621317151553834,0.0,0.0,0.43088617932662165,0.4415097637077937,Gnptab
ENSMUSG00000045813,0.4362043338177946,0.0,0.0,0.43087729121480534,0.4415009767505741,Gm9801
ENSMUSG00000031807,0.4361751495246475,0.0,0.0,0.43084794044909563,0.4414719600081389,Pgls
ENSMUSG00000030681,0.43596907420512276,0.0,0.0,0.430640689958908,0.441267067477735,Mvp
ENSMUSG00000057530,0.4359618526552831,0.0,0.0,0.43063342723745524,0.4412598873666574,Ece1
ENSMUSG00000024558,0.4359174555602882,0.0,0.0,0.4305887770402094,0.4412157450165665,Mapk4
ENSMUSG00000033628,0.4359010354557369,0.0,0.0,0.43057226333331583,0.4411994191219991,Pik3c3
ENSMUSG00000036845,0.435852338472045,0.0,0.0,0.43052328877482404,0.4411510015155425,Lin37
ENSMUSG00000020657,0.43582122617798685,0.0,0.0,0.43049199915584513,0.44112006769825274,Dnajc27
ENSMUSG00000028546,0.43571925188878496,0.0,0.0,0.4303894437526609,0.4410186782998797,Elavl4
ENSMUSG00000049295,0.4356833629370674,0.0,0.0,0.4303533503157383,0.44098299516315165,Zfp219
ENSMUSG00000030522,0.4356274746951708,0.0,0.0,0.4302971436722138,0.4409274273942732,Mtmr10
ENSMUSG00000026098,0.43556672228841903,0.0,0.0,0.4302360451990216,0.44086702330643,Pms1
ENSMUSG00000040490,0.4355562479626544,0.0,0.0,0.4302255112128591,0.44085660902949525,Lrfn2
ENSMUSG00000028354,0.43554138463842296,0.0,0.0,0.43021056323155693,0.44084183091357154,Fmn2
ENSMUSG00000041809,0.43551484864534484,0.0,0.0,0.4301838761046291,0.4408154470386086,Efhc1
ENSMUSG00000108986,0.4353778187748407,0.0,0.0,0.430046065938596,0.4406792025488261,Gm45009
ENSMUSG00000031799,0.4353376838407684,0.0,0.0,0.43000570250935716,0.4406392976001311,Tpm4
ENSMUSG00000048652,0.43533637314781876,0.0,0.0,0.43000438435476385,0.44063799441749735,Samd13
ENSMUSG00000040548,0.4351740384635309,0.0,0.0,0.42984112569113564,0.4404765897437821,Tex2
ENSMUSG00000021068,0.4351475759955734,0.0,0.0,0.429814512636704,0.44045027884602206,Nin
ENSMUSG00000018415,0.4351421815626195,0.0,0.0,0.42980908750749935,0.44044491530987234,Gid4
ENSMUSG00000032549,0.43511962361654205,0.0,0.0,0.42978640120282163,0.4404224865611224,Rab6b
ENSMUSG00000027551,0.43506149639392466,0.0,0.0,0.4297279432573213,0.4403646922231435,Zfp64
ENSMUSG00000041815,0.4350395074190744,0.0,0.0,0.42970582918480893,0.44034282916392464,Poldip3
ENSMUSG00000097410,0.43501561469383754,0.0,0.0,0.4296818005385206,0.44031907324864955,Gm26668
ENSMUSG00000022228,0.4350075991532214,0.0,0.0,0.42967373940075027,0.4403111036034284,Zscan26
ENSMUSG00000028228,0.4349282044239073,0.0,0.0,0.4295938930729911,0.44023216342744265,Cpne3
ENSMUSG00000037525,0.4349091057056999,0.0,0.0,0.42957468573342567,0.44021317404161353,Bcdin3d
ENSMUSG00000074657,0.43473082676366953,0.0,0.0,0.42939539308701047,0.4400359154450098,Kif5a
ENSMUSG00000033102,0.4347077899375164,0.0,0.0,0.42937222530281394,0.44001301043556207,Cdc14b
ENSMUSG00000061080,0.4346224016820083,0.0,0.0,0.4292863516997276,0.4399281107113858,Lsamp
ENSMUSG00000026587,0.43460608049761956,0.0,0.0,0.4292699377565695,0.43991188289449823,Astn1
ENSMUSG00000026466,0.4345848752439869,0.0,0.0,0.4292486119916274,0.4398907989431574,Tor1aip1
ENSMUSG00000028568,0.43451665694930375,0.0,0.0,0.42918000604677453,0.4398229708439555,Btf3l4
ENSMUSG00000021135,0.4345046442219964,0.0,0.0,0.42916792506357193,0.43981102682086176,Slc10a1
ENSMUSG00000044071,0.4344943051131551,0.0,0.0,0.4291575272098057,0.43980074684282966,Fam19a2
ENSMUSG00000041120,0.4344321012840797,0.0,0.0,0.4290949699798088,0.4397388987368023,Nbl1
ENSMUSG00000050471,0.4343951799882982,0.0,0.0,0.4290578389459137,0.43970218855785076,Fam118b
ENSMUSG00000006576,0.4343476469284251,0.0,0.0,0.4290100358924372,0.4396549272670129,Slc4a3
ENSMUSG00000063297,0.4343442158518118,0.0,0.0,0.4290065853280453,0.43965151580635375,Luzp2
ENSMUSG00000028121,0.43431360433017513,0.0,0.0,0.42897579994643176,0.4396210792883724,Bcar3
ENSMUSG00000034275,0.4342925997552738,0.0,0.0,0.428954676081958,0.43960019478791806,Igsf9b
ENSMUSG00000029231,0.4342741252111027,0.0,0.0,0.42893609662163745,0.4395818258503134,Pdgfra
ENSMUSG00000034108,0.43426740272555964,0.0,0.0,0.4289293359605061,0.4395751417916055,Ccs
ENSMUSG00000087260,0.43417276246494696,0.0,0.0,0.42883415832113003,0.43948104244792513,Lamtor5
ENSMUSG00000044676,0.4341231525263615,0.0,0.0,0.4287842667387029,0.43943171600867365,Zfp612
ENSMUSG00000074890,0.43405511442500533,0.0,0.0,0.4287158424267302,0.4393640666635667,Lcmt2
ENSMUSG00000060675,0.43397576578954855,0.0,0.0,0.4286360434550589,0.4392851713344493,Pla2g16
ENSMUSG00000024899,0.43397441326033637,0.0,0.0,0.4286346832504081,0.439283826531315,Papss2
ENSMUSG00000036834,0.4338959060992525,0.0,0.0,0.42855573061222024,0.43920576778737486,Plch1
ENSMUSG00000042423,0.4338955334449289,0.0,0.0,0.42855535584352017,0.43920539726138685,Fbrs
ENSMUSG00000067889,0.43387478271579116,0.0,0.0,0.42853448738121314,0.4391847650427514,Sptbn2
ENSMUSG00000029168,0.4338411728182331,0.0,0.0,0.4285006868036604,0.43915134708443715,Dpysl5
ENSMUSG00000074212,0.4338232088285079,0.0,0.0,0.4284826209044471,0.43913348567735355,Dnajb14
ENSMUSG00000063364,0.43380461123742703,0.0,0.0,0.42846391781396437,0.43911499428264694,3300002I08Rik
ENSMUSG00000022464,0.4337857383061685,0.0,0.0,0.4284449378260479,0.4390962291154168,Slc38a4
ENSMUSG00000037138,0.43377984632909833,0.0,0.0,0.42843901242771704,0.43909037078045887,Aff3
ENSMUSG00000027570,0.4337238348316193,0.0,0.0,0.428382683237268,0.43903467907584276,Col9a3
ENSMUSG00000044122,0.43369752584052496,0.0,0.0,0.42835622503789833,0.4390085202796007,Proca1
ENSMUSG00000034936,0.43367425108544694,0.0,0.0,0.4283328182904843,0.438985378389782,Arl4d
ENSMUSG00000034032,0.43367216056814023,0.0,0.0,0.428330715918097,0.43898329980596706,Rpap1
ENSMUSG00000050954,0.4336187999664677,0.0,0.0,0.42827705273423244,0.43893024378826734,Zfp169
ENSMUSG00000017715,0.4336170503668067,0.0,0.0,0.428275293214075,0.4389285041747485,Pgs1
ENSMUSG00000044068,0.4335906525045428,0.0,0.0,0.42824874567682863,0.43890225697800805,Zrsr1
ENSMUSG00000024608,0.43354455254887414,0.0,0.0,0.4282023843580887,0.438856420115618,Rps14
ENSMUSG00000043556,0.4333060487513019,0.0,0.0,0.42796252881556973,0.43861927702203035,Fbxl7
ENSMUSG00000031860,0.43330532368919655,0.0,0.0,0.42796179964524744,0.4386185560953972,Pbx4
ENSMUSG00000030862,0.43323755985289786,0.0,0.0,0.42789365188835343,0.438551178727474,Cpxm2
ENSMUSG00000038248,0.4330630182566269,0.0,0.0,0.4277181216946746,0.4383776322957446,Sobp
ENSMUSG00000036557,0.43304229560205465,0.0,0.0,0.42769728169449295,0.438357027766925,Stpg4
ENSMUSG00000037568,0.4330363159434224,0.0,0.0,0.4276912681760676,0.43835108219321905,Vash2
ENSMUSG00000097457,0.43302591325738854,0.0,0.0,0.4276808065859932,0.4383407388029045,2310031A07Rik
ENSMUSG00000032118,0.43301508155375507,0.0,0.0,0.427669913550577,0.4383299688389114,Fez1
ENSMUSG00000051379,0.43300126109226145,0.0,0.0,0.42765601483646903,0.4383162271504667,Flrt3
ENSMUSG00000007777,0.4328688620879927,0.0,0.0,0.42752286630599245,0.4381845826602954,0610009B22Rik
ENSMUSG00000046442,0.43275952254111455,0.0,0.0,0.4274129079500538,0.4380758660445987,Ppm1e
ENSMUSG00000038872,0.4326723336814658,0.0,0.0,0.42732522575690696,0.4379891738073988,Zfhx3
ENSMUSG00000040771,0.432661048001689,0.0,0.0,0.4273138762276562,0.4379779524029401,Oard1
ENSMUSG00000020776,0.43261788240312826,0.0,0.0,0.42727046643243916,0.437935032630072,Fbf1
ENSMUSG00000033491,0.4326126019326629,0.0,0.0,0.42726515609096033,0.4379297822299295,Prss35
ENSMUSG00000030513,0.43258762866610284,0.0,0.0,0.42724004155850526,0.4379049511719559,Pcsk6
ENSMUSG00000058070,0.43246976725943614,0.0,0.0,0.427121513558398,0.4377877608096446,Eml1
ENSMUSG00000026547,0.43246582649058524,0.0,0.0,0.42711755050475964,0.43778384247445373,Tagln2
ENSMUSG00000051557,0.4324558187413274,0.0,0.0,0.4271074861632648,0.43777389169551706,Pusl1
ENSMUSG00000032199,0.4324220874373781,0.0,0.0,0.42707356412389474,0.4377403524014925,Polr2m
ENSMUSG00000102049,0.4323096692117087,0.0,0.0,0.4269605103321919,0.4376285739913029,Zbed6
ENSMUSG00000035517,0.4322819609811452,0.0,0.0,0.42693264547646903,0.43760102343371227,Tdrd7
ENSMUSG00000048142,0.43226241018985945,0.0,0.0,0.4269129841773535,0.43758158388969165,Nat8l
ENSMUSG00000001506,0.43222700760773936,0.0,0.0,0.426877381500474,0.43754638274151797,Col1a1
ENSMUSG00000025723,0.4321853828329565,0.0,0.0,0.4268355214844223,0.43750499478291804,Nmb
ENSMUSG00000073856,0.4321837553551822,0.0,0.0,0.4268338848094678,0.437503376563909,Iqck
ENSMUSG00000037355,0.43213595213991546,0.0,0.0,0.4267858114649576,0.43745584528706144,Uvssa
ENSMUSG00000021306,0.4320779204715272,0.0,0.0,0.4267274519084093,0.4373981437038036,Gpr137b
ENSMUSG00000039747,0.43207143073404825,0.0,0.0,0.42672092550565127,0.4373916908773398,Orai2
ENSMUSG00000038861,0.43206628196946434,0.0,0.0,0.4267157476523224,0.43738657139646714,Pi4kb
ENSMUSG00000051232,0.43204142955538766,0.0,0.0,0.4266907548356067,0.4373618603261896,Tmem199
ENSMUSG00000026608,0.43192589514140756,0.0,0.0,0.4265745678222543,0.4372469828886761,Kctd3
ENSMUSG00000026176,0.4318229429924216,0.0,0.0,0.42647103429398553,0.43714461602188875,Ctdsp1
ENSMUSG00000000751,0.4317995564359939,0.0,0.0,0.4264475156912905,0.437121362398642,Rpa1
ENSMUSG00000001313,0.4317496196657867,0.0,0.0,0.42639729698998274,0.4370717094537499,Rnd2
ENSMUSG00000109008,0.43159345441044716,0.0,0.0,0.4262402502757734,0.43691643158456894,Gm44899
ENSMUSG00000092417,0.43153648909217746,0.0,0.0,0.4261829635028919,0.436859789884396,Gpank1
ENSMUSG00000043140,0.431510987799614,0.0,0.0,0.4261573183207515,0.436834433450157,Tmem186
ENSMUSG00000072694,0.431494365081408,0.0,0.0,0.42614060181444624,0.43681790515159485,1500011B03Rik
ENSMUSG00000026574,0.43149040935365013,0.0,0.0,0.426136623768363,0.436813971892461,Dpt
ENSMUSG00000054027,0.4314400683437078,0.0,0.0,0.42608599875113246,0.4367639168028261,Nt5dc3
ENSMUSG00000060538,0.4314140726670622,0.0,0.0,0.42605985642862615,0.43673806876012944,Tmem219
ENSMUSG00000060487,0.43140320687393674,0.0,0.0,0.42604892934243555,0.43672726467311934,Samd5
ENSMUSG00000006526,0.43133538488697426,0.0,0.0,0.4259807248124058,0.43665982780799134,Tmem110
ENSMUSG00000091537,0.4312315114902603,0.0,0.0,0.4258762656462775,0.4365565441322127,Tma7
ENSMUSG00000033569,0.4312295712007943,0.0,0.0,0.42587431441636703,0.436554614857026,Adgrb3
ENSMUSG00000027500,0.43118343812647064,0.0,0.0,0.42582792123246593,0.4365087436480511,Stmn2
ENSMUSG00000028127,0.4311772130550359,0.0,0.0,0.42582166106470937,0.4365025539098935,Abcd3
ENSMUSG00000036299,0.4311681291364906,0.0,0.0,0.4258125259328719,0.43649352155043214,BC031181
ENSMUSG00000021990,0.4311656068036982,0.0,0.0,0.42580998937987197,0.43649101353386655,Spata13
ENSMUSG00000039660,0.43115975180275246,0.0,0.0,0.4258041013703913,0.4364851917643474,Spout1
ENSMUSG00000032839,0.4311596065967857,0.0,0.0,0.4258039553458077,0.43648504738252536,Trpc1
ENSMUSG00000052656,0.4311501726535261,0.0,0.0,0.4257944682181071,0.4364756669828601,Rnf103
ENSMUSG00000033350,0.43112327324191857,0.0,0.0,0.425767417165862,0.4364489202360685,Chst2
ENSMUSG00000000339,0.4311055013934423,0.0,0.0,0.4257495451370103,0.4364312492447081,Rtca
ENSMUSG00000041377,0.43106055423436773,0.0,0.0,0.4257043446282723,0.4363865571471693,Ninj2
ENSMUSG00000030309,0.4310556867247216,0.0,0.0,0.42569944968397055,0.43638171725759134,Caprin2
ENSMUSG00000053119,0.4310154929316993,0.0,0.0,0.4256590293593899,0.4363417515273858,Chmp3
ENSMUSG00000053870,0.43095612896985297,0.0,0.0,0.4255993308623277,0.4362827243629955,Fpgt
ENSMUSG00000066687,0.4309425593211979,0.0,0.0,0.4255856847508403,0.43626923169439463,Zbtb16
ENSMUSG00000017765,0.43089440057950673,0.0,0.0,0.4255372546618937,0.4362213461359124,Slc12a4
ENSMUSG00000052581,0.4308893101313851,0.0,0.0,0.4255321355337709,0.43621628456188494,Lrrtm4
ENSMUSG00000008090,0.4308226914878686,0.0,0.0,0.42546514158697135,0.4361500437622771,Fgfrl1
ENSMUSG00000046556,0.4307579835120117,0.0,0.0,0.4254000691280018,0.4360857027382368,Zfp319
ENSMUSG00000037541,0.4307186517494603,0.0,0.0,0.42536051584698537,0.4360465939951699,Shank2
ENSMUSG00000028772,0.4307125470408407,0.0,0.0,0.4253543767581747,0.4360405238997463,Zcchc17
ENSMUSG00000028023,0.43069105003020286,0.0,0.0,0.425332758685679,0.43601914877153225,Pitx2
ENSMUSG00000036766,0.4306801302626279,0.0,0.0,0.42532177742504196,0.4360082909138789,Dner
ENSMUSG00000021948,0.43061980191464316,0.0,0.0,0.4252611093752909,0.4359483045711588,Prkcd
ENSMUSG00000022449,0.4305915457292257,0.0,0.0,0.4252326940992067,0.43592020855558333,Adamts20
ENSMUSG00000039985,0.4305448599542444,0.0,0.0,0.42518574549267424,0.43587378739559024,Fam60a
ENSMUSG00000022674,0.4305251140621464,0.0,0.0,0.42516588844384146,0.435854153414683,Ube2v2
ENSMUSG00000001467,0.43047198004629317,0.0,0.0,0.42511245534310405,0.43580132051430226,Cyp51
ENSMUSG00000026003,0.4304655334640301,0.0,0.0,0.425105972476358,0.4357949104629298,Acadl
ENSMUSG00000036446,0.4304439522556013,0.0,0.0,0.4250842698024514,0.4357734515449439,Lum
ENSMUSG00000029512,0.4303286595944783,0.0,0.0,0.42496832834424286,0.43565881208984786,Ulk1
ENSMUSG00000048450,0.4303273782080822,0.0,0.0,0.42496703974797045,0.4356575379623466,Msx1
ENSMUSG00000055720,0.43025151325927924,0.0,0.0,0.42489074797453097,0.4355821027409874,Ubl7
ENSMUSG00000026482,0.43023073582698956,0.0,0.0,0.4248698536593812,0.4355614429867842,Rgl1
ENSMUSG00000021830,0.43019536810562903,0.0,0.0,0.42483428699103704,0.4355262755662766,Txndc16
ENSMUSG00000045969,0.4301417067571982,0.0,0.0,0.424780323823739,0.43547291809138927,Ing1
ENSMUSG00000028063,0.43006598934198,0.0,0.0,0.4247041805998614,0.4353976293851146,Lmna
ENSMUSG00000086596,0.42999714580809306,0.0,0.0,0.4246349499794943,0.43532917557579953,Susd5
ENSMUSG00000020315,0.4299293506659943,0.0,0.0,0.4245667737069896,0.43526176416305234,Sptbn1
ENSMUSG00000015377,0.4299007822989487,0.0,0.0,0.4245380447526469,0.43523335747878583,Dennd6b
ENSMUSG00000025921,0.4298848651078925,0.0,0.0,0.4245220380932336,0.4352175303665256,Rdh10
ENSMUSG00000040536,0.4297832143945456,0.0,0.0,0.42441981609417057,0.43511645483861905,Necab1
ENSMUSG00000047407,0.42972251573010356,0.0,0.0,0.424358776363227,0.4350560995704135,Tgif1
ENSMUSG00000030376,0.42968426464495635,0.0,0.0,0.4243203103698266,0.4350180648620917,Slc8a2
ENSMUSG00000023047,0.42967770332609206,0.0,0.0,0.4243137121890755,0.43501154065705533,Amhr2
ENSMUSG00000105471,0.42962321049689906,0.0,0.0,0.4242589132378771,0.4349573560426487,A430073D23Rik
ENSMUSG00000044224,0.42955928796075366,0.0,0.0,0.42419463165694554,0.4348937950070551,Dnajc21
ENSMUSG00000063108,0.4295537103163279,0.0,0.0,0.4241890226861622,0.4348882489033109,Zfp26
ENSMUSG00000039037,0.42953995993539085,0.0,0.0,0.424175195079158,0.43487457627683646,St6galnac5
ENSMUSG00000072770,0.42942072563293193,0.0,0.0,0.42405529122769414,0.4347560161070398,Acrbp
ENSMUSG00000032796,0.4293593851980437,0.0,0.0,0.4239936064146427,0.4346950224096189,Lama1
ENSMUSG00000029345,0.42934933194038527,0.0,0.0,0.42398349672061963,0.43468502597507774,Tfip11
ENSMUSG00000105402,0.42934897668497873,0.0,0.0,0.4239831394709264,0.4346846727276251,Gm3716
ENSMUSG00000024766,0.42932878913399636,0.0,0.0,0.42396283859643513,0.4346645992768435,Lipo3
ENSMUSG00000035914,0.42923442068841056,0.0,0.0,0.42386794048186416,0.4345707641321546,Cd276
ENSMUSG00000026819,0.4292135636713121,0.0,0.0,0.42384696641489067,0.43455002496791106,Slc25a25
ENSMUSG00000021198,0.4291440752192791,0.0,0.0,0.42377708803421366,0.434480929120473,Unc79
ENSMUSG00000029545,0.42913826922844023,0.0,0.0,0.4237712494664342,0.43447515593020775,Acads
ENSMUSG00000019470,0.42911420645193915,0.0,0.0,0.4237470516804132,0.4344512290901473,Xab2
ENSMUSG00000049252,0.428970707121421,0.0,0.0,0.42360274737428927,0.434308540265628,Lrp1b
ENSMUSG00000022257,0.428889602191287,0.0,0.0,0.4235211875974534,0.4342278933099574,Laptm4b
ENSMUSG00000047714,0.4288468509886319,0.0,0.0,0.42347819667567743,0.43418538347568314,Ppp1r2
ENSMUSG00000033326,0.4288202415355322,0.0,0.0,0.4234514380274131,0.4341589242444947,Kdm4a
ENSMUSG00000102428,0.4288083837566768,0.0,0.0,0.4234395137668089,0.4341471334049801,Pcdhga12
ENSMUSG00000038128,0.42878741030882905,0.0,0.0,0.4234184227339149,0.434126278351621,Camk4
ENSMUSG00000018411,0.4287482574923132,0.0,0.0,0.42337905042753987,0.4340873465362759,Mapt
ENSMUSG00000012017,0.4287346608598516,0.0,0.0,0.42336537757738973,0.4340738266464168,Scarf2
ENSMUSG00000032402,0.4287328605654941,0.0,0.0,0.42336356719143176,0.43407203651316517,Smad3
ENSMUSG00000035151,0.42866759319538006,0.0,0.0,0.42329793399220605,0.4340071374924818,Elmod2
ENSMUSG00000070866,0.4285625744864803,0.0,0.0,0.42319232676289353,0.4339027113613026,Zfp804a
ENSMUSG00000079037,0.42852588678720566,0.0,0.0,0.42315543350169293,0.43386623064192714,Prnp
ENSMUSG00000066442,0.42841633947197927,0.0,0.0,0.42304527249660445,0.43375730125231965,Mthfs
ENSMUSG00000021567,0.4284122822175052,0.0,0.0,0.4230411925162251,0.4337532668806797,Nkd2
ENSMUSG00000026885,0.42835441408020963,0.0,0.0,0.42298300026575525,0.4336957250952116,Ttll11
ENSMUSG00000021265,0.4282944278059425,0.0,0.0,0.422922678061626,0.43363607707218277,Slc25a29
ENSMUSG00000040260,0.42828167866639977,0.0,0.0,0.4229098575316067,0.4336233998165911,Daam2
ENSMUSG00000001473,0.42828118659514786,0.0,0.0,0.42290936270498053,0.43362291051976065,Tubb6
ENSMUSG00000076437,0.4282760848497327,0.0,0.0,0.42290423239230945,0.43361783753908273,Selenoh
ENSMUSG00000028766,0.42827538007668275,0.0,0.0,0.42290352367290546,0.4336171367396681,Alpl
ENSMUSG00000000296,0.42820952500262294,0.0,0.0,0.422837299874466,0.43355165293967146,Tpd52l1
ENSMUSG00000019303,0.4281987951772941,0.0,0.0,0.42282650997798465,0.433540983601008,Psmc3ip
ENSMUSG00000085772,0.4281102987236574,0.0,0.0,0.4227375181331837,0.4334529859665362,D630024D03Rik
ENSMUSG00000042628,0.4280480795192325,0.0,0.0,0.42267495069611183,0.43339111740591935,Zfyve1
ENSMUSG00000033047,0.42798940253066137,0.0,0.0,0.4226159453471343,0.4333327710524292,Eif3l
ENSMUSG00000060601,0.42793406382182547,0.0,0.0,0.4225602970008708,0.4332777441269809,Nr1h2
ENSMUSG00000026753,0.42791345432220423,0.0,0.0,0.42253957219499155,0.433257250732999,Ppp6c
ENSMUSG00000027273,0.4278537535459999,0.0,0.0,0.4224795374359372,0.43319788625579053,Snap25
ENSMUSG00000034205,0.4277971473708786,0.0,0.0,0.42242261463358316,0.43314159890471715,Loxl2
ENSMUSG00000042961,0.42776571688315473,0.0,0.0,0.42239100835740206,0.4331103454255343,Egflam
ENSMUSG00000046709,0.42765319686070663,0.0,0.0,0.4222778591257105,0.43299845898197475,Mapk10
ENSMUSG00000022208,0.4276105112805913,0.0,0.0,0.42223493489269,0.43295601371316406,Jph4
ENSMUSG00000014668,0.4275660237681687,0.0,0.0,0.42219019867850505,0.4329117766313393,Chfr
ENSMUSG00000074867,0.42755856166268624,0.0,0.0,0.4221826948596384,0.43290435652926984,Zfp808
ENSMUSG00000030678,0.42752266539495576,0.0,0.0,0.42214659794103493,0.43286866230775994,Maz
ENSMUSG00000068735,0.42746615095495927,0.0,0.0,0.42208976763445166,0.43281246593173706,Trp53i11
ENSMUSG00000033323,0.4274531869669293,0.0,0.0,0.4220767311949577,0.43279957489933446,Ctdp1
ENSMUSG00000041923,0.42734421855625637,0.0,0.0,0.42196715388358275,0.4326912196285604,Nol4
ENSMUSG00000024743,0.4273316922858498,0.0,0.0,0.42195455762814327,0.43267876383066395,Syt7
ENSMUSG00000055717,0.42731706154221594,0.0,0.0,0.4219398451442853,0.4326642153966739,Slain1
ENSMUSG00000074886,0.42730592641061144,0.0,0.0,0.42192864780392314,0.4326531429072311,Grk6
ENSMUSG00000026281,0.42727022407679544,0.0,0.0,0.4218927460225628,0.4326176414107586,Dtymk
ENSMUSG00000030077,0.42723773540389615,0.0,0.0,0.4218600758695724,0.4325853354828944,Chl1
ENSMUSG00000053914,0.42722147169485697,0.0,0.0,0.42184372131751857,0.43256916325018374,Kdm4d
ENSMUSG00000021066,0.4270918939221081,0.0,0.0,0.42171341989665695,0.43244031417342965,Atl1
ENSMUSG00000030259,0.4270645181604266,0.0,0.0,0.4216858912790126,0.4324130923346457,Rassf8
ENSMUSG00000042462,0.42704718327206165,0.0,0.0,0.4216684596042742,0.4323958549083443,Dctpp1
ENSMUSG00000022895,0.4270153293891604,0.0,0.0,0.4216364278810508,0.4323641801075586,Ets2
ENSMUSG00000026058,0.4270094381682939,0.0,0.0,0.42163050377095185,0.43235832200561275,Khdrbs2
ENSMUSG00000034612,0.426990621823598,0.0,0.0,0.4216115823823217,0.43233961143851796,Chst11
ENSMUSG00000031983,0.42693323474703787,0.0,0.0,0.42155387496618124,0.4322825469395962,2310022B05Rik
ENSMUSG00000059518,0.426842408507671,0.0,0.0,0.4214625418160117,0.4321922311546792,Znhit1
ENSMUSG00000018733,0.4267704488615557,0.0,0.0,0.4213901806330263,0.4321206758542791,Pex12
ENSMUSG00000031808,0.42675143035385465,0.0,0.0,0.4213710560129578,0.4321017642014973,Slc27a1
ENSMUSG00000073158,0.42674190940460843,0.0,0.0,0.4213614819440718,0.43209229674365346,9030624G23Rik
ENSMUSG00000015452,0.4266984063409519,0.0,0.0,0.42131773618173757,0.43204903807758355,Ager
ENSMUSG00000002227,0.42669672324636404,0.0,0.0,0.42131604369785824,0.43204736443802483,Mov10
ENSMUSG00000036298,0.42667936246413374,0.0,0.0,0.4212985860691615,0.432030101180368,Slc2a13
ENSMUSG00000020388,0.42666134738584793,0.0,0.0,0.4212804704986593,0.4320121872980325,Pdlim4
ENSMUSG00000028804,0.42665019369831775,0.0,0.0,0.4212692545954677,0.43200109626190264,Csmd2
ENSMUSG00000068335,0.42663283622292086,0.0,0.0,0.42125180030273623,0.43198383628199616,Dok1
ENSMUSG00000016253,0.42661323300974086,0.0,0.0,0.42123208775063387,0.43196434317371507,Nelfcd
ENSMUSG00000042901,0.42650248201346386,0.0,0.0,0.4211207191248719,0.4318542141360006,Aida
ENSMUSG00000035126,0.4264353904042173,0.0,0.0,0.42105325344210975,0.4317874992240864,Wdr78
ENSMUSG00000005958,0.42643382526479995,0.0,0.0,0.42105167957686934,0.4317859428717134,Ephb3
ENSMUSG00000039458,0.42642616331682065,0.0,0.0,0.42104397491316137,0.43177832393917165,Mtmr12
ENSMUSG00000050447,0.42641810573505595,0.0,0.0,0.4210358724108286,0.43177031159317386,Lypd6
ENSMUSG00000038932,0.4263830638749577,0.0,0.0,0.42100063520430886,0.4317354664504406,Tcfl5
ENSMUSG00000020802,0.426371198750763,0.0,0.0,0.4209887039397741,0.4317236679308466,Ube2o
ENSMUSG00000028691,0.42636362074189627,0.0,0.0,0.42098108368941795,0.43171613245999924,Prdx1
ENSMUSG00000029703,0.4263505206852164,0.0,0.0,0.4209679106119307,0.4317031059367662,Lrwd1
ENSMUSG00000063480,0.42628452727102684,0.0,0.0,0.4209015493794799,0.4316374829239065,Nhp2l1
ENSMUSG00000031987,0.42620029275411353,0.0,0.0,0.4208168454601322,0.4315537211078697,Egln1
ENSMUSG00000068922,0.42619900797169563,0.0,0.0,0.4208155535189058,0.43155244353458166,Msto1
ENSMUSG00000043257,0.4261593068811566,0.0,0.0,0.42077563122462897,0.43151296520294224,Pigv
ENSMUSG00000041961,0.4261403956622201,0.0,0.0,0.4207566146448281,0.4314941600857779,Znrf3
ENSMUSG00000103115,0.42599235689180276,0.0,0.0,0.42060775126331373,0.43134695172907145,Gm37584
ENSMUSG00000055214,0.425940858866237,0.0,0.0,0.42055596644949383,0.4312957425114369,Pld5
ENSMUSG00000054252,0.4257953571778751,0.0,0.0,0.42040965466384894,0.4311510566298725,Fgfr3
ENSMUSG00000048826,0.4256423396709871,0.0,0.0,0.4202557855166631,0.4309988967727409,Dact2
ENSMUSG00000090862,0.4255445426223394,0.0,0.0,0.4201574443271457,0.43090164770844364,Rps13
ENSMUSG00000026821,0.4255424227007754,0.0,0.0,0.4201553126117807,0.43089953966401817,Ralgds
ENSMUSG00000005493,0.4255179874099762,0.0,0.0,0.42013074138394313,0.43087524127091786,Msh4
ENSMUSG00000034006,0.42546596380597296,0.0,0.0,0.4200784283914582,0.4308235091011141,Pqlc1
ENSMUSG00000024592,0.42542074887172204,0.0,0.0,0.42003296197197487,0.43077854743055993,C330018D20Rik
ENSMUSG00000025138,0.4253142765831014,0.0,0.0,0.4199258975918654,0.430672671423136,Sirt7
ENSMUSG00000052397,0.4252552937701712,0.0,0.0,0.41986658684057077,0.43061401887062856,Ezr
ENSMUSG00000022321,0.4251933195179527,0.0,0.0,0.41980426806748045,0.4305523915799314,Cdh10
